h_name,address,city,district,state,lat,lng
Indian Red Cross Society,"Sadar Hospital Campus, Chatra",Chatra,Chaibasa,Jharkhand,22.5505168,85.8054811
Sadar Hospital,"Sadar Hospital, Koderma",Koderma,Koderma,Jharkhand,24.4748268,85.596689
Devkamal Hospital and Research Centre,"Bajra, Itki Road, Post. - Hehal, Ranchi",Ranchi,Ranchi,Jharkhand,23.3732249,85.2720997
Sadar Hospital Blood Bank,"Sadar Hospital Campus, Pakur",Pakur,Pakur,Jharkhand,24.63741,87.836915
Sadar Hospital,Seraikella- Kharsawan,Seraikella,Seraikella,Jharkhand,22.7023346,85.9278993
Tata Iron and Steel Company (TISCO),"West Bokaro Hospital Blood Bank, Ghatotand",Ramgarh,Ramgarh,Jharkhand,23.7876513,85.5550204
Tata Central Hospital,"Jamadoba, P.O.- Bhaga",Dhanbad,Dhanbad,Jharkhand,23.8451074,86.4832676
Blood Bank Bokaro,"City Care Hospital and Research Centre, Check Post, Chas",Bokaro,Chas,Jharkhand,23.6376071,86.1618702
Dhanbad Blood Bank,Jora Pathak,Dhanbad,Dhanbad,Jharkhand,23.7804939,86.4138771
Anand Rotary Blood Bank,Anand Hospital,NA,NA,Jharkhand,23.6101808,85.2799354
"RIMS, Ranchi","Blood Bank, RIMS, Ranchi",Ranchi,Ranchi,Jharkhand,23.390344,85.348552
PMCH,"PMCH, Saraidhela, BCCL",Dhanbad,Dhanbad,Jharkhand,23.8159778,86.4603883
MGMMCH,"MGM Medical College and Hospital, Jamshedpur, Sakchi",Jamshedpur,Jamshedpur,Jharkhand,22.843664,86.232396
Sadar Hospital Campus,Deoghar,Deoghar,Deoghar,Jharkhand,24.4871885,86.7077074
Sadar Hospital Campus,Garhwa,Garhwa,Garhwa,Jharkhand,24.1599062,83.8088511
Sadar Hospital Campus,Sadar Hospital Giridih,Giridih,Giridih,Jharkhand,24.1879903,86.3064543
Sadar Hospital Campus,Sadar Hospital Hazaribag,Hazaribag,Hazaribag,Jharkhand,23.9974822,85.356311
Sadar Hospital Campus,Sadar Hospital Lohardagga,Lohardaga,Lohardaga,Jharkhand,23.4419164,84.6851713
Indian Red Cross Society (IRCS),"Indian Red Cross Society, Morabadi",Ranchi,Ranchi,Jharkhand,23.3883108,85.3280314
Sadar Hospital,"Sadar Hospital, Sahebganj",Sahebganj,Sahebganj,Jharkhand,25.2358322,87.6342162
Bengaluru Blood Bank and Diagnostic Laboratory,NA,Bengaluru,Malleshwaram,Karnataka,12.9993431,77.5694115
"City Transfusion ex-servicemen, Blood bank and Laboratory",Jayaynagar,Mysore,Mysore,Karnataka,12.31615,76.6509448
HKES Blood Bank Organisation,"M.R. Medical College, Basave shwara Teaching and General Hospital, No.7-52 Sadam Road",Gulbarga,Kalaburagi,Karnataka,17.329731,76.8342957
Bengaluru Rotary TTK Blood Bank Medical Service Trust,"New Thippasandra Main Road, HAL III Stage",Bengaluru,Bengaluru,Karnataka,12.9717981,77.656687
KIMS Hospital,"K.R.Road, Visveswarapuram",Bengaluru,Bengaluru,Karnataka,12.9554082,77.5745711
Indian Medical Association Blood Bank,"3.9.58, Old Government Hospital Compound, Beron Quilla",Raichur,Raichur,Karnataka,16.2120031,77.3439283
Bangalore Baptist Hospital,"Bellary Road, Hebbal",Bengaluru,Bangalore,Karnataka,13.0358406,77.5895705
Sanjaya Gandhi Accident Hospital and Research Institute,"Jayanagar East, Byrasandra",Bengaluru,Bengaluru,Karnataka,12.935768,77.593859
Victoria Hospital Blood Bank,"Fort road, Bengaluru",Bengaluru,Bengaluru,Karnataka,12.9631369,77.5729816
K.R.Hospital Blood Bank,Sayyaji Rao Road,Mysore,Mysore,Karnataka,12.3125416,76.649595
K.L.E.Societys Hospital and Medical Research Centre,Nehru Nagar,Belgaum,Belgaum,Karnataka,15.8817882,74.5165247
Fr.Mullers Charitable Institutions,"Post Box No.501, Kankanady",Mangalore,Dakshina Kannada,Karnataka,12.8658029,74.8598521
M.S. Ramaiah Medical Teaching Hospital,Gokul Extension,Bengaluru,Bengaluru,Karnataka,13.008563,77.7058598
St. Marthas Hospital,Nrupatunga Road,Bangalore,Bengaluru,Karnataka,12.9713162,77.5863592
Belgaum Blood Bank and Diagnostic Laboratory,"3137, Huns Talkies Road, (opp. To Central High School)",Belgaum,Belgaum,Karnataka,15.860383,74.511914
Kidwai Memorial Institute of Oncology Blood Bank,Dr M.H.Marigowda Road,Bengaluru,Bengaluru,Karnataka,12.9368265,77.5978629
Transfusion Medicine Centre,(NIMHANS)Hosur Road,Bengaluru,Bengaluru,Karnataka,12.941434,77.594605
St. Johns Medical College Hospital,"Sarjapur Road, Bengaluru",Bengaluru,Bengaluru,Karnataka,12.930812,77.6199209
Mallya Hospital No.2,Vittal Mallya Road,Bengaluru,Bengaluru,Karnataka,12.9680654,77.5950695
District Hospital,NA,Bidar,Bidar,Karnataka,17.9018663,77.5162294
"The District Surgeon, District Hospital",Athani Road,Bijapur,Bijapur,Karnataka,16.826615,75.6930998
Medical College Hospital Blood Bank,"Vijayanagara Institute of Medical Science (VIMS), Bellary",Bellary,Bellary,Karnataka,15.1556993,76.8980228
District Hospital Blood Bank,NA,Gulbarga,Kalaburagi,Karnataka,17.3362804,76.837022
"General Hospital, Robertson Peth",Kolar Gold Fields(K.G.F),NA,NA,Karnataka,12.9533862,78.2712848
S.N.R. District Hospital Blood Bank,NA,Kolar,Kolar,Karnataka,13.1292451,78.1343507
District Hospital Blood Bank,NA,Belgaum,Belgaum,Karnataka,15.8553049,74.5112636
Hindustan Aeronautics Limited (HAL Hospital Blood Bank),Bengaluru Complex,Bengaluru,Bengaluru,Karnataka,12.9626948,77.665716
St.Philomenas Hospital Blood Bank,"No.1, Nilsandra Road",Bengaluru,Bengaluru,Karnataka,12.965443,77.6107905
K.C.General Hospital Blood Bank,NA,Bengaluru,Malleshwaram,Karnataka,12.9960244,77.5693714
Command Hospital Blood Bank Air Force,Air Force Road,Bengaluru,Bengaluru,Karnataka,12.9646503,77.6281362
Sri Sidhartha Medical College Blood Bank,"Agalakote, B.H.Road",Tumkur,Tumkur,Karnataka,13.3453931,77.0584302
Sushruta Voluntary Blood Bank,"Adarsha Bhavan 151, 15th Cross",Bengaluru,Malleshwaram,Karnataka,13.0058932,77.5644271
B.L.D.E. Associations Medical College Hospital and Research Centre,Ashram Road,Bijapur,Bijapur,Karnataka,16.8450853,75.7104932
Unique Blood Bank and Diagnostic Centre,"S.L.N.Complex, City Market Square",Bengaluru,Bengaluru,Karnataka,12.9658365,77.5762617
Mc.Gann Hospital Blood Bank,Sagar Road,Shimoga,Shimoga,Karnataka,13.9352315,75.5628568
E.S.I.Hoaspital Blood Bank,Rajajinagar,Bengaluru,Bengaluru,Karnataka,12.9898516,77.5528067
Rashtrotthana Blood Bank,93/2 Keshava Shilpa Ist Mn Rd Kempegowda Nagar,Bengaluru,Bengaluru,Karnataka,12.95468,77.5654178
"The District Surgeon, District Hospital Blood Bank",NA,Tumkur,Tumkur,Karnataka,13.3377782,77.1168103
District Hospital Blood Bank,NA,Bellary,Bellary,Karnataka,15.1524155,76.9247396
"The District Surgeon, Mallegowda District Hospital Blood Bank",Chikkamagalurue,Chikkamagaluru,Chikkamagaluru,Karnataka,13.3142205,75.774592
Karnataka Medical College Hospital Blood Bank,IIIrd Floor #306,Hubli,Hubli,Karnataka,15.3669181,75.1281999
Adichunchanagiri Hospital and research centre,NA,NA,Mandya,Karnataka,12.9661166,76.7210376
Lions Blood Bank,"Bandikaman Road, Ward No.6, CTS No.168, Basement Ground and First Floor",Bijapur,Bijapur,Karnataka,16.8301708,75.710031
Hutti Gold Hospital,"Hutti Gold Mines Ltd., Raichur",Hutti,Raichur,Karnataka,16.1963979,76.6530275
Sri. Chamarajendra District Hospital Blood Bank,Hospital Road,Hassan,Hassan,Karnataka,13.0047884,76.1046134
Bapuji Hospital Blood Bank,C.C. Hospital Road,Davangere,Davangere,Karnataka,14.4553881,75.9157516
Rotary Campco Blood Bank,"Radhakrishna Building, Shree Radhadrishna Mandir Road",Puttur,Dakshina Kannada,Karnataka,12.7607063,75.1989484
M.R.Diagnostic Research Centre and Blood bank,"Sureka Towers, Traffic Island",Hubli,Hubli,Karnataka,15.3647083,75.1239548
The Karnataka Cancer Therapy and Research Institute Smt. Valbai N. Dharamsey Blood Bank,Navanagar,Hubli,Hubli,Karnataka,15.3647083,75.1239547
Holdsworth Memorial Mission Hospital Blood bank,Mandimohalla,Mysore,Mysore,Karnataka,12.3205957,76.6502381
District Surgeon District Hospital Blood Bank,District Hospital Premises,Mandya,Mandya,Karnataka,12.5221567,76.9009191
District Hospital Blood Bank,Chitradurga,Chitradurga,Chitradurga,Karnataka,14.2294663,76.4094652
Sharada Dhanavantari Charitable Hospital Blood Bank,S.D.C. Hospital,Sringeri,Chikkamagaluru,Karnataka,13.4289482,75.2542866
Jeeva Raksha Blood Bank,"Vokkaligara Hostel Building, Ist Floor, B.M.Road",Hassan,Hassan,Karnataka,13.0028433,76.1061723
VISL Hospital Blood Bank,NA,Bhadravati,Shimoga,Karnataka,13.8303397,75.6902754
City Hospital Research and Diagnostic Centre,"Pound Garden, Kadri",Mangalore,Dakshina Kannada,Karnataka,12.8796087,74.8531634
Shimoga Mid Town Rotary Charity Foundation,"Opposite Usha Nursing Home, 100 Ft.Road",Shimoga,Shimoga,Karnataka,13.9464099,75.5782214
Jeevanavars Blood Bank,"CTS No.104,11/15-B, Municipal No.20922/17-A, K.H.Jituri Hospital, Complex, II Floor, Gokul Road",Hubli,Hubli,Karnataka,15.3535867,75.1307085
"Rotary Club Dharwad Mid Town Charitable Trust, The Rotary Blood Bank","Lourdes Hospital, Kalageri Road",Dharwad,Dharwad,Karnataka,15.463547,75.000491
Dr.B.R.Ambedkar Medical College Hospital,"K.G.Halli, Bengaluru",Bengaluru,Bengaluru,Karnataka,13.0249126,77.6139634
"The District Surgeon, Wenlock District Hospital",Hampanakata,Mangalore,Dakshina Kannada,Karnataka,12.867383,74.843131
Hosmat Hospital Unit of Phisicare Services Pvt.Ltd,"No.45, Magrath Road, Off. Richmond Road",Bengaluru,Bengaluru,Karnataka,12.9691234,77.6133045
Holy Cross Hospital,Jyothi Nagar,Chikkamagaluru,Chikkamagaluru,Karnataka,13.338613,75.803534
District Hospital,NA,Karwar,Uttara Kannada,Karnataka,14.8171813,74.1294524
District Hospital,NA,Dharwad,Dharwad,Karnataka,15.4643027,75.0100769
District Hospital Blood Bank,NA,Udupi,Udupi,Karnataka,13.3340464,74.7421059
Grace Blood Bank and Laboratory,"2, 10th Cross, Ganganagar, Bengaluru",Bengaluru,Bengaluru,Karnataka,13.0229503,77.5848231
Sri Sathya Sai Institute of Higher Medical Sciences,"EPIP Area, Whitefield",Bengaluru,Bengaluru,Karnataka,12.9827661,77.7294999
Dr.B.N.M. Rural Ayurvedic Medical College and Hospital Blood Bank,"Smt.Sushiladevi Nagur Colony, College Road",Bijapur,Bijapur,Karnataka,16.8390727,75.7188382
Bassappa Memorial Hospital,"22/B, Vinoba Road, Jayalakshmipura",Mysore,Mysore,Karnataka,12.3208026,76.6200283
District Hospital,Madikeri,Madikeri,Kodagu,Karnataka,12.4185734,75.7426385
Bagalkot Blood Bank,"Hanagal Shree Kumareshwar Hospital and Research Centre, Ilkal Road",Bagalkot,Bagalkot,Karnataka,16.1861307,75.7065297
Navarang Blood Bank,"No.2953, Ist Floor, Near Navarang Circle, M.K.K.Road, Rajaginagar,",Bengaluru,Bengaluru,Karnataka,12.9985141,77.5539158
Smt. Vasantidevi Baldota Blood Bank,"Baldota Colony, Dam Road, Hospet",Hospet,Bellary,Karnataka,15.2597825,76.379402
Hubli Lions Blood Bank,"CTS No. 440, Ward No.1, Grand Floor, Vivekananda General Hospital Compound, Deshpande Nagar, Hubli",Hubli,NA,Karnataka,15.3551569,75.1404004
"Bangalore Lions Service Trust, Lions Blood Bank","Bhagwan Mahaveer Jain Hospital, Millers Road, Vasantha Nagar",Bengaluru,Bijapur,Karnataka,12.9915302,77.5956557
MDC Voluntary Blood Bank,"Khatha No. D5/1045/187, Alahalli Extension, General Hospital Road, Nehrunagar",Mandya,Mandya,Karnataka,12.5201597,76.8992007
B.G.S.Apollo Hospital,"Kantharaj Urs Road, Kuvempunagar",Mysore,Mysore,Karnataka,12.2956272,76.631999
Sri.Jayadeva Institute of Cardiology,"Gurappanapaly Post, Banneraghatta Road",Bengaluru,Bengaluru,Karnataka,12.9180165,77.5989637
The Uttara Kannada Blood Bank and Health Services Society,"London Mahal, Gujjar Galli",Kumta,North Kanara,Karnataka,14.4275482,74.4190929
Vydehi Institute of Medical Science Hospital,Bengaluru,Bengaluru,Bengaluru,Karnataka,12.9765897,77.7302684
Akshay Voluntary Blood Bank,"No. 968, 2nd Floor, 41st Cross, 3rd Block. Opp. E.S.I. Hospital, Rajajinagar",Bengaluru,Bengaluru,Karnataka,12.9898516,77.5528067
Davangere Blood Bank,"358, Mahaveera Complex, II Floor, 8th Main, 8th Cross, P.J. Extension",Davangere,Davangere,Karnataka,14.4592646,75.9151807
IMA Blood BANK,"Zendha Circle, Station Road",Gadag,Gadag,Karnataka,15.4361516,75.6376183
Yenapoya Medical College Blood Bank,"Nithyananda Nagar, Deralakatte",Mangalore,Mangalore,Karnataka,12.8122283,74.8805336
Vikram Hospital and Heart Centre,"346, Vivekananda Road, Yadagiri",Mysore,Mysore,Karnataka,12.3235121,76.6381533
Bowring and Lady Curzon Hospitals,"Shivaji Nagar, Bengaluru",Bengaluru,Bengaluru,Karnataka,12.9824441,77.6042906
Health Care Blood Bank,"3-400/401 A, Ist Floor, Taj Complex, Gazipura",Gulbarga,Kalaburagi,Karnataka,17.3362804,76.837022
"Kempegowda Medical Service Trust, Millennium Blood Bank","No.1082/9, Sreenivasa Prasanna Complex, Triveni Road, Yeshwanthpur, Bengaluru-",Bengaluru,Bengaluru,Karnataka,13.0195165,77.5578494
S.K. Voluntary Blood Bank,"14/1,I Floor , MESA Complex, Old Tolgate Bus Stop, Magadi Main Road",Bengaluru,Bengaluru,Karnataka,12.9742788,77.549463
Navodaya Medical College Hospital and Research Centre Blood Bank,Mantralaya Road,Raichur,Raichur,Karnataka,16.1856225,77.3672545
K.V.G Medical College Hospital Blood Bank,Kurinji Bag,Sullia,Dakshina Kannada,Karnataka,12.553408,75.38438
J.C. Voluntary Blood Bank,"Plot No. 5421, II Floor, Narasimha Building, Nisarga Layout, B.H. Road",Tumkur,Tumkur,Karnataka,13.3377782,77.1168103
Al-Ameen Medical College Hospital Blood Bank,NA,Bijapur,Bijapur,Karnataka,16.825044,75.6691587
Jeevadhara Blood Bank,"17, Meena Nursing Home, Madhava Nagar",Bhadravathi,Shimoga,Karnataka,13.8447366,75.7100326
GMET?S Dr. Goudars Blood Bank,"852, A1 & A2 Ward IX Ist Floor, Dr.Karigoudars Complex Godbolemala",Bijapur,Bijapur,Karnataka,16.8280803,75.7100342
Indira Gandhi Child Institute of Health,"South Hospital Complex, Dharamaram College Post",Bengaluru,Bengaluru,Karnataka,12.9373826,77.5920578
SDM College of Medical Sciences and Hospital Blood Bank,"First Floor B Wing Building, Sattur",Dharwad,Dharwad,Karnataka,15.41808,75.049197
Rajiv Gandhi Super Speciality Hospital Blood Bank,Hyderabad Road,Raichur,Raichur,Karnataka,16.2345379,77.3586175
B.V.V.Sanghas HSK Hospital Blood Bank,"Navanagar, Bagalkot",Bagalkot,Bagalkot,Karnataka,16.1861307,75.7065297
Rajarajeshwari Medical College Hospital,NA,Bengaluru,Bengaluru,Karnataka,12.8961554,77.4618516
Bapuji Educational Association S.S. Institute of Medical Sciences and Research Hospital,Bapuji Educational Association S.S. Institute of Medical Sciences and Research Hospital,Davangere,Davangere,Karnataka,14.4630074,75.9183218
Sri Shirdi Parthi Sai Charitable Hospital Blood Bank,"Sri Shirdi Parthi Sai Charitable Hospital Blood Bank, Bellary # K.H.B Colony, Gandhinagar Main Road",Bellary,Bellary,Karnataka,19.7668633,74.4772614
Sanjeevini Trust ? Jayanagar Voluntary Blood Bank,"1897/A, Cellar Floor, Gulora, 26th Main Road, Sount End ?C? Cross Road, 9th Block, Jayanagar",Bengaluru,Bengaluru,Karnataka,12.9163194,77.5949426
BEML Medical Centre Bharat Earth Movers Limited,Kolar Gold Fields,Kolar,Kolar,Karnataka,12.9728947,78.2427733
SJM Blood Bank Basaveshwara Medical College Hospital and Research Centre,"NH-4, By Pass, Near KHB Colony",Chitradurga,Chitradurga,Karnataka,14.2232362,76.4143669
Railway Hospital Blood Bank,Yadigiri,Yadigiri,Mysore,Karnataka,12.31615,76.6509448
Sri Vinayaka Charitable Trust? Jeeva Voluntary Blood Bank,"No. 23 and 84, Sharoff Basappa Commercial Complex, 2nd Main, Ist Cross, New Tharugpet",Bengaluru,Bengaluru,Karnataka,12.9626067,77.5726884
MVJ Medical College and Research Hospital,"Dandupalya, Kolathur Post, NH-4",Hosakote,Bangalore Rural,Karnataka,13.0760103,77.8099984
District Hospital Blood Bank,NA,Haveri,Haveri,Karnataka,14.7865271,75.4048069
"Indian Red Cross Society, Karnataka Red Cross Blood Bank","Red Cross Bhavan, 326, Ist Floor, Race Course Road, Bengaluru",Bengaluru,Bengaluru,Karnataka,12.9841932,77.5786364
Apollo Hospitals a unit of Imperial Cancer Hospital and Research Centre Limited,"154/11, Opp.I.I.M Bannerghatta Road",Bengaluru,Bengaluru,Karnataka,12.8962518,77.598289
Vijaya Hospitals Sanjeevini Blood Bank,"10054/A, 4511/A, 3rd Main Road",Tumkur,Tumkur,Karnataka,13.3344802,77.1178348
Vijayanagar Hospital Blood Bank,"No. 27, 17th Cross, M.C. Layout, Vijayanagar",Bengaluru,Bengaluru,Karnataka,12.9697634,77.5367248
"Harsha Hospital Blood Bank, Harsha Hospital","No. 193/4, Byraveshwaranagar, Sondekoppa Circle, N.H.4, Bangalore",Nelamangala,Bangalore Rural,Karnataka,13.0907159,77.3961664
Rotary Charitable Trust Blood Bank,"New Extension Area, Nippani",Chikkodi,Belgaum,Karnataka,16.4070152,74.3763415
Bangalore Institute of Oncology,"No. 8, P. Kalinga Rao Road, Sampangiram Nagar",Bengaluru,Bengaluru,Karnataka,12.963575,77.5895097
Swamy Vivekananda Charitable Blood Bank,"D.No.130, Near TVS Show Room, Parvathinagar Main Road",Bellary,Bellary,Karnataka,15.1524155,76.9247396
Ocean Blood Bank,"No. 133-134, K.P. Broadway Road, Shivajinagar",Bengaluru,Bengaluru,Karnataka,12.9886671,77.6026782
Mounesh Hospitals The Jamkhandi Blood Bank,"Near P.B. High School, Uma Rameshwar Road",Jamkhandi,Bagalkot,Karnataka,16.5061788,75.2886978
District Hospital,Navanagar,Bagalkot,Bagalkot,Karnataka,16.1648681,75.661113
Vasavi Blood Bank,"Khata No. 4895/4720, Assessment No. 11479/13, B.L. Gowda Layout, Thurunur Road",Chitradurga,Chitradurga,Karnataka,14.2294663,76.4094652
Rotary Seva Sanghs Dr. B.C. Ajari Memorial The Rotary Blood Bank,"R.S.No. 211/B, Plot No. 14C, Yogikolla Road",Gokak,Belgaum,Karnataka,16.1533678,74.7903192
Rotary K.R. Hospital Blood Bank,"No. 75, Hanumanthanagar, 50 Ft. Road, Bengaluru",Bengaluru,Bengaluru,Karnataka,12.9717981,77.656687
Mahaveer Blood Bank,"4th floor, Radio Complex, CTS No. 116/1A, Shivaji Road",Belgaum,Belgaum,Karnataka,15.8553049,74.5112636
Blood Bank,"Jyothi Hospital, Laila",Belthangady,Dakshina Kannada,Karnataka,12.9913681,75.2883965
Rotary Tumkur Central Belli Blood Bank,"Khata No. 308/A, 321/A & 303/A/321, Ward No. 13, Gandhinagar",Tumkur,Tumkur,Karnataka,13.3381368,77.0984751
Veerayoga Institute of Medical Sciences Speciality Hospitals,"No. 88, Marathhalli, Outer Ring Road",Bengaluru,Bengaluru,Karnataka,12.9483018,77.6994652
Rotary Mysore Chandrakala Hospital Blood Bank,"Chandrakala Hospital and Institute of Medical Research, Plot A, Kalidasa Road, Jayalakshmipuram",Mysore,Mysore,Karnataka,12.3257038,76.6196686
BGS Global Hospitals,"No. 67, Uttarahalli Road",Kengeri,Bengaluru,Karnataka,12.902994,77.4974865
Sri Shakti Blood Bank,"Badarli Venkat Rao Gouda Health Care Association, Venkateshwara Tourist Home, Sukalapeta Road",Sindhanur,Raichur,Karnataka,15.7741117,76.9045215
"Shripad Hegde Kadave Institute of Medical Sciences, T.S.S. Hospital",NA,Sirsi,Uttara Kannada,Karnataka,14.6322475,74.8484578
Indian Red Cross Soceity Blood Bank,Devraj Urs Layout,Davangere,Davangere,Karnataka,13.9384793,75.5775006
"K.L.E.Societys , Dr. Kamal hospital and Medical Research Centre",Dr. B.R. Ambedkar Circle,Mangalore,Mangalore,Karnataka,13.0374171,77.6927978
Narayana Hrudayalaya,"University Medical Centre, (KMC) Hospital",Anekal Taluk,Bengaluru,Karnataka,12.8069375,77.6948538
Gopi Blood Bank,Dr. B.R. Ambedkar Circle,Koppal,Koppal,Karnataka,15.3430678,76.1551979
A.J.Hsopital and Research centre,Kuntikana,Mangalore,Dakshina Kannada,Karnataka,12.899478,74.8459759
Holy Cross Hospital,"Kamagere , Kolegala Taluk, Chamaraja Nagara",Shimoga,Shimoga,Karnataka,12.1293793,77.2335864
Columbia Asia referral Hospital,Yeshwanthpur,Bangalore,Bangalore,Karnataka,13.0141759,77.5559485
Sha Damji Jadavji Chheda Memorial Rashtrotthana Blood Bank,"2nd floor Dee Jay building, Neeligin Road",Hubli,Hubli,Karnataka,15.3547264,75.1363335
"Sagar Blood bank, Sagar Hospitals, (Unit of sagr Health care and Diagnostic Services Pvt. Ltd.)","Sy. No.53, Shavige Malleshwara Hills, Kumar Swmay Layout, Banashankari",Bangalore,Bangalore,Karnataka,12.9281256,77.5996958
Kasturba Hospital Blood Bank,"Site.No.55/2, Shivalli Village, Manipal- Udupi",Manipal,Udupi,Karnataka,13.3538286,74.7900922
Fortis Hospital Pvt. Ltd.,Bannerghatta Road,Bangalore,Bangalore,Karnataka,12.8948227,77.5986196
Life Line 24x7 Blood bank,Hubli,Hubli,Hubli,Karnataka,15.351203,75.1167666
Fortis Hospital Pvt. Ltd.,Cunningham Road,Bangalore,Bangalore,Karnataka,12.9883322,77.5943986
"KMC, University Medical Centre",Dr.B.R.Ambedkar Circle,Mangalore,Dakshina Kannada,Karnataka,12.8721648,74.848842
Red Cross Sanjeevini Blood Bank,"Ist Floor, ?Kshiti Complex? JPN Road",Shivamogga,Shimoga,Karnataka,13.9338914,75.5718961
Sagar Hospital,"44/54, 30th Cross, Tilak Nagar, Jayangar Extension",Bangalore,Bangalore,Karnataka,12.9281256,77.5996958
Manipal Hospital Transfusion Services,"No.98, Rustombagh Airport Road",Bangalore,Bangalore,Karnataka,12.9590146,77.6491638
Yashomathi Medicare and Research Centre (P) Ltd.,"2371/3, HAL Airport, Varthur Main Road, Munne Kolala, Marathahalli Post",Bangalore,Bangalore,Karnataka,12.9556823,77.7112521
Srinivasa Institute of Medical Sciences and Research Centre,"Mukka,Surathkal",Mangalore,Dakshina Kannada,Karnataka,13.0221614,74.7931161
"Tejasvini Hospital, Lions Blood Bank, Tejasvini Hospital",Kadri Temple Road,Mangalore,Dakshina Kannada,Karnataka,12.8802774,74.8537239
Manjunath Orthoaedic and Trauma Centre Hospital Blood bank,K.R.Puram,NA,NA,Karnataka,13.0040167,77.6877765
Indian Red Cross Society,"District Family Welfare Office, 2nd floor, B.B.Road",Chikkaballapur,Chikkaballapur,Karnataka,13.438042,77.7292921
Subbaiah Medical College Blood bank,"NH-13, Purle, Hjolehonnur, Road",Shimoga,Shimoga,Karnataka,13.932933,75.617172
Life Care Voluntary Blood Bank,"No.126, 7th Block, Jayanagar, Opp.Jayanagar, Police Station",Bangalore,Bangalore,Karnataka,12.9163194,77.5949426
Vikarm Hospital Blood Bank,"Vikarm Hospital, No.D5/271/219B &D5/272/1220, 3rd cross, Ashoka Nagar",Mandya,Mandya,Karnataka,12.9881919,77.5921691
Jeevadhara Voluntary Blood Bank (Aunit of Cauvery Social Services Trust),"No.1475, 2nd floor & 3rd floor mission Hospital Road, Mandhi Mohalla",Mysore,Mysore,Karnataka,12.31615,76.6509448
"Karnataka Hemophillia Society, Life Line Blood Bank","No.1138, Ring Road, S.Nijalingappa Layout, Behind KSFC Building",Davangere,Davangere,Karnataka,14.457877,75.9028116
Hajji Sir Ismail Sati Gosh Hospital,Shivaji Nagar,Bangalore,Bangalore,Karnataka,12.9840257,77.5991672
"Nuveen Medical Relief and research Foundation, St.Josephs Hospital Blood Bank","331/1, L176/2, Bannimantap",Mysore,Mysore,Karnataka,12.3125416,76.649595
R.L.Jalappa Hospital and Research Centre,Tamaka,Kolar,Kolar,Karnataka,13.1325673,78.1730173
Cauvery Hospital Blood Bank,"No.42/2B, 2C, Trresoam College Circle, Siddarth Nagar",Mysore,Mysore,Karnataka,12.30509,76.6958148
Indian Red Cross Society,"Dakshina Kannada District Branch, &#34;Red Cross Bhavan, Lady Goshen Hospital, Behind D.C. Office",Mangalore,Mangalore,Karnataka,12.8563032,74.8360918
The Oxford Medical College Hospital Blood Bank and Research Centre,"Yadavanahalli, Attibele (Hobli), Anekal Taluk",Bangalore,Bangalore,Karnataka,12.7873635,77.7576135
"Ramanagoudar Hospital Blood Bank, Ramanaouda Hospital","2nd floor, CTS, No.4042/B17, Near Kathi Kalyan Mantap",Mudhol,NA,Karnataka,16.3333105,75.2858208
Kamakshi Hospital Blood Bank,"1st floor, New Building of Kamakshi Hospital premises, Kuvempnagar Mysore",Mysore,Mysore,Karnataka,12.2998285,76.6237351
Nitte University Blood Bank,"Justice K.S. Hegde Charitable Hospital, Deraalatte",Mangalore,Mangalore,Karnataka,12.8096253,74.8835528
Sakra worl Hospital (A Unit of Takshasila Hospitals Operating Private Limited),"S.No. 52/2 & 52/3, Devarabeesanahalli, Varthur Hobli, Bellandur Post",Bangalore,Bangalore,Karnataka,12.9323275,77.6851886
Chiranjeevi Blood Bank,"Near Vijayanagara Colony, 100 Bed Hospital Road, Amaravathi",Hospet,Bellary,Karnataka,15.2734817,76.3783569
"Sri Shridevi Charitable Trust ?, Research Hospital","NH-4, Tumkur",Tumkur,Tumkur,Karnataka,13.3760208,77.0947079
Dr.Rajkumar (Appaji) Blood Bank,"No.18, Krishi Bhavan, 2nd floor, Hudson Circle",Bangalore,Bangalore,Karnataka,12.9679983,77.5879718
Sri. Shankara Cancer Hospital and Research Centre,"Shankara Math premises, 1st cross, shankarapuram, Basavanagudi",Bangalore,Bangalore,Karnataka,12.9541428,77.5716157
"Narayana Hrudayalaya, Surgical Hospital Pvt. Ltd","CAH-1, 3rd Phase, Devanur",Mysore,Mysore,Karnataka,12.3452406,76.6730408
Raichur Institute of Medical Sciences Teaching Hospital (RIMS),NA,Raichur,Raichur,Karnataka,16.2300437,77.3590412
Mediscope Blood Bank,"Mediscope Hospital, No.11, Pillanna Garden, 3rd stage",Bangalore,Bangalore,Karnataka,13.0111753,77.6162312
Akash Institute of Medical Sciences and Research Centre Blood Bank,"Akash Institute of Medical Sciences and Research Centre, Sy. No. 70/1, Prasannahalli, Devanahalli Taluk",Taluk,Bangalore Rural,Karnataka,13.2328842,77.7098782
"J.S.S. Hospital Blood Bank, JSS Hospital",NA,Mysore,Mysore,Karnataka,12.2959407,76.6558629
"Indian Red Cross Koppal District, Branch","1st floor, New District Hospital Hospital Road, Koppal",Koppal,Koppal,Karnataka,15.3477134,76.1780338
"B. Shivaji Raes Blood Bank, (A Unit of Sri Marathi Charitable and Educational Trust ( R)","No.26, 3rd floor, SGRR Complex, 1st cross, Rajaram Mohan Roy Road, Sampangirama Nagar, Bangalore",Bangalore,Bengaluru,Karnataka,12.9678108,77.5933041
